Ground Truth,Modified RAG Answer,Traditional RAG Answer,BLEU (Mod),SacreBLEU (Mod),METEOR (Mod),ROUGE-1 (Mod),ROUGE-2 (Mod),ROUGE-L (Mod),BERTScore (Mod),Exact Match (Mod),BLEU (Trad),SacreBLEU (Trad),METEOR (Trad),ROUGE-1 (Trad),ROUGE-2 (Trad),ROUGE-L (Trad),BERTScore (Trad),Exact Match (Trad)
سلطان احمد اسکوائر,مشعل ریلی سلطان احمد اسکوائر سے شروع ہوئی۔,استنبول میں مشعل کا آغاز سلطان احمد اسکوائر سے ہوا۔,0.16508103044554204,20.556680845025987,0.8412698412698413,0.0,0.0,0.0,0.8043090105056763,0,0.12867201458772706,15.619699684601283,0.7957957957957957,0.0,0.0,0.0,0.7893619537353516,0
عالمی ریلے,ننگبو میں ہونے والی مشعل ریلے کو سوگ کی مدت کے لئے معطل کر دیا گیا۔,مستقبل کے اولمپکس کے لئے عالمی مشعل ریلے کو ختم کرنا روک دیا گیا تھا۔,0.01571523700545522,2.445593937240363,0.1470588235294118,0.0,0.0,0.0,0.6944019794464111,0,0.019730657693620934,3.1251907639724417,0.30303030303030304,0.0,0.0,0.0,0.7350884079933167,0
سیلک روڈ,چائنا ٹاؤن کے ذریعے مشعل کو لے جایا گیا۔,سلک روڈ پر تھی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6716593503952026,0,0.061033220311973134,15.97357760615681,0.22727272727272727,0.0,0.0,0.0,0.769849956035614,0
احتجاج,کچھ گروہ اولمپکس کی حمایت نہیں کر رہے تھے۔,"مشعل کے راستے پر ایک بڑا بینر دکھایا گیا جس پر ""آزاد تبت"" لکھا تھا۔ ان کا مقصد اولمپک کھیلوں اور چین میں انسانی حقوق کی خلاف ورزیوں کے درمیان تضاد کو ظاہر کرنا تھا۔",0.0,0.0,0.0,0.0,0.0,0.0,0.6507728099822998,0,0.0,0.0,0.0,0.0,0.0,0.0,0.5874576568603516,0
ترکی میں رہنے والے ایغوروں,چینی مظاہرین نے سنکیانگ میں اپنے ہم وطنوں کے لئے احتجاج کیا۔,مطلوبہ مشعل بردار بائچونگ بھوٹیا نے تبتی لوگوں کے ساتھ کھڑے ہونے اور تبتی میں پی آر سی کے کریک ڈاؤن کے خلاف احتجاج کیا۔,0.020044994979069072,3.3864985683445354,0.08771929824561403,0.0,0.0,0.0,0.7010456323623657,0,0.010825057921671676,1.506189323093867,0.07142857142857142,0.0,0.0,0.0,0.6653121113777161,0
30 مارچ 2008,مظاہرین نے تبت کو آزاد کرنے کا مطالبہ کرنے کا ذکر سیاق و سباق میں نہیں ہے۔,30 مارچ 2008 کو مظاہرین نے تبت کو آزاد کرنے کا مطالبہ کیا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.5565771460533142,0,0.09731464224859211,11.498759556447217,0.7361111111111112,1.0,1.0,1.0,0.6712119579315186,0
تبتی,اولمپک مقامات پر تبتی جھنڈے دکھانے والے کھلاڑیوں کو کھیلوں سے نکالنے کا امکان تھا۔,اولمپک مقامات پر تبتی جھنڈے دکھانے والے کھلاڑیوں کو اولمپکس سے نکال دیا جا سکتا ہے۔,0.016591439325163958,2.627961710408444,0.20833333333333337,0.0,0.0,0.0,0.6635908484458923,0,0.01571523700545522,2.445593937240363,0.20000000000000004,0.0,0.0,0.0,0.6723681092262268,0
چارٹرڈ ایئر چائنا ایئربس اے 330,معذرت، دیے گئے سیاق و سباق میں اس سوال کا جواب موجود نہیں ہے۔,ایئر چائنا ایئربس اے 330 استعمال کیا جاتا تھا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.5966551303863525,0,0.44632361378533286,44.63236137853326,0.7904761904761907,1.0,0.0,1.0,0.8077049255371094,0
جیک روگ,بین الاقوامی اولمپک کمیٹی کے صدر جیک روگ ہیں۔,بین الاقوامی اولمپک کمیٹی کے صدر جیک روگ ہیں۔,0.06321087140417253,9.535414040914192,0.6944444444444445,0.0,0.0,0.0,0.7162793278694153,0,0.06321087140417253,9.535414040914192,0.6944444444444445,0.0,0.0,0.0,0.7162793278694153,0
24,سیاق و سباق میں ٹارچ کے تائیوان سے فاصلے کی معلومات موجود نہیں ہیں۔,ٹارچ کو تائیوان میں 24 کلومیٹر دور جانا تھا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.537392258644104,0,0.02573285025273419,4.767707020457095,0.27777777777777785,1.0,0.0,1.0,0.5518959164619446,0
ہانگ کانگ اور مکاؤ,تائیوان ٹارچ کے روٹ کی وضاحت کی زبان میں بیجنگ اور تائی پے کے ساتھ برابر نہیں سمجھا جانا چاہتا تھا۔,تائیوان ہانگ کانگ اور مکاؤ کے برابر نہیں سمجھا جانا چاہتا تھا۔,0.012518377344512808,1.8160849415439309,0.08771929824561403,0.0,0.0,0.0,0.6638045310974121,0,0.21200626759025185,21.200626759025184,0.8268229166666667,0.0,0.0,0.0,0.7773447632789612,0
ایل وی ایم ایچ گروپ,اس کے بارے میں کوئی معلومات فراہم نہیں کی گئی ہیں کہ کس نے دلائی لاما کو پیسے دیئے ہیں۔,ایل وی ایم ایچ گروپ پر الزام لگایا گیا کہ اس نے دلائی لاما کو فنڈز عطیہ کیے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6248832941055298,0,0.20105373454060027,20.105373454060025,0.7904761904761906,0.0,0.0,0.0,0.7603532075881958,0
لاطینی امریکہ ، افریقہ اور مغربی ایشیاء,دنیا کے کسی علاقے میں احتجاجی مظاہروں کی تعداد کم بتائی نہیں گئی۔,سان فرانسسکو، پیانگ یانگ، اور پیرس میں احتجاجی مظاہروں کی تعداد کم بتائی گئی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.603133499622345,0,0.01758542189440898,2.8398387225677895,0.07352941176470588,0.0,0.0,0.0,0.6275225281715393,0
ایک دنیا ، ایک خواب,"2008 کے اولمپکس کا نعرہ ""ون ڈریم، ون ورلڈ"" تھا۔",ایک دنیا، ایک خواب۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6462437510490417,0,1.0,100.00000000000004,0.9921875,0.0,0.0,0.0,0.9192406535148621,1
پیرالمپک کھیلوں,جون 2008 میں بین الاقوامی مشعل ریلے منسوخ کر دیا گیا تھا۔,جون 2008 میں بین الاقوامی مشعل ریلے منسوخ کر دیا گیا تھا تاکہ چینی حکومت کو سیچوان زلزلے کے بعد امدادی کام پر توجہ دینے کے قابل بنایا جا سکے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6516357660293579,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102566719055176,0
چینی حکومت,سیاق و سباق میں کسی حملے کی مذمت کا ذکر نہیں ہے۔,چینی حکومت نے مشعل ریلے کے راستے پر حملوں کی مذمت کی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6704626083374023,0,0.04774753205784679,6.772997136689072,0.6250000000000001,0.0,0.0,0.0,0.7193856239318848,0
تکسیم اسکوائر,استنبول میں مشعل تقسیم اسکوائر میں ختم ہوئی۔,استنبول میں مشعل تکسم اسکوائر میں ختم ہوئی۔,0.028599617161713803,5.522397783539471,0.19230769230769235,0.0,0.0,0.0,0.7349045872688293,0,0.028599617161713803,5.522397783539471,0.19230769230769235,0.0,0.0,0.0,0.7517434358596802,0
5 اپریل,سینٹ پیٹرزبرگ میں مشعل کے پہنچنے کی تاریخ سیاق و سباق میں موجود نہیں ہے۔,5 اپریل کو اولمپک مشعل سینٹ پیٹرزبرگ، روس پہنچی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.5865461230278015,0,0.06321087140417253,9.535414040914192,0.6944444444444445,1.0,0.0,1.0,0.6533997058868408,0
بھی نکال دیا جاسکتا ہے,اولمپک مقامات پر تبتی جھنڈے دکھانے والے کسی بھی کھلاڑی کو کھیلوں سے نکالا جا سکتا ہے۔,اولمپک مقامات پر تبت کا جھنڈا دکھانے والے کسی بھی کھلاڑی کو کھیلوں سے نکال دیا جاسکتا ہے۔,0.017762226812384152,2.719665272174911,0.16129032258064516,0.0,0.0,0.0,0.6928615570068359,0,0.14216645907653844,14.216645907653843,0.7682539682539683,0.0,0.0,0.0,0.7472153306007385,0
نورسلطان نزاربیف,الماتی میں پہلا مشعل بردار چینی 1992 اولمپک چیمپئن سوئمر لین لی تھا۔,نور سلطان نزاربیف۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6334976553916931,0,0.07249749990681824,27.516060407455225,0.2380952380952381,0.0,0.0,0.0,0.8263335227966309,0
پاناتھینائیکو اسٹیڈیم,پاناتینائیکو اسٹیڈیم,پاناتینائیکو اسٹیڈیم۔,0.06754436142034707,49.99999999999999,0.25,0.0,0.0,0.0,0.937174379825592,0,0.06754436142034707,49.99999999999999,0.25,0.0,0.0,0.0,0.8467082977294922,0
85،000 میل,اولمپک مشعل کے میل کی تعداد کا ذکر نہیں کیا گیا۔,"137,000 میل تک پہنچائی گئی۔",0.021598265052211615,3.7477767366779213,0.1724137931034483,0.0,0.0,0.0,0.6214936375617981,0,0.0456496931223525,10.682175159905848,0.21739130434782608,0.0,0.0,0.0,0.7279788255691528,0
ہم آہنگی کا سفر,لندن ریلے نے مشعل کو ایک موبائل حفاظتی انگوٹھی کے طور پر بیان کیا۔,مشعل ریلے کے منتظمین نے اسے منسوخ کر دیا تاکہ چینی حکومت کو سیچوان زلزلے کے بعد امدادی کام پر توجہ دینے کے قابل بنایا جا سکے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6742098927497864,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6472607254981995,0
1936 کے موسم گرما کے اولمپکس,اولمپک کھیلوں سے پہلے اولمپک مشعل اٹھانے کی روایت کے آغاز کی تاریخ سیاق و سباق میں موجود نہیں ہے۔,اولمپک مشعل اٹھانے کی روایت 24 مارچ کو شروع ہوئی۔,0.013038525962482981,1.9146030690102511,0.06756756756756757,0.0,0.0,0.0,0.6961222290992737,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7174845337867737,0
ایک دنیا ، ایک خواب,"""ایک دنیا، ایک خواب""۔",مشعل ریلے کے لئے کوئی موضوع ذکر نہیں کیا گیا۔,0.16821895003341453,50.81327481546149,0.46875,0.0,0.0,0.0,0.881767213344574,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6342892050743103,0
چینی سیکیورٹی عہدیداروں,مشعل کے قریب آگ بجھانے والا آلہ لگایا گیا۔,چینی سیکیورٹی عہدیداروں نے سیکیورٹی وجوہات کی بناء پر پیرس کے حصے کے دوران کئی بار مشعل کو بجھا دیا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6513890027999878,0,0.06270285365635192,7.12695567709093,0.3191489361702128,0.0,0.0,0.0,0.7713712453842163,0
ماؤنٹ ایورسٹ,مشعل کو کسی پہاڑ پر نہیں لے جایا گیا تھا۔,مشعل ماونٹ ایورسٹ کی چوٹی پر لے جایا گیا تھا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6460439562797546,0,0.023457495174891017,4.196114906296549,0.17857142857142858,0.0,0.0,0.0,0.7750765085220337,0
مقابلہ مظاہرین,جمہوریت کے حامی کارکنوں کو مشعل کے حامیوں کی ایک بھیڑ نے مغلوب کیا۔,مظاہرین کو جاپانی قوم پرستوں نے دبایا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6719076633453369,0,0.03235934848975789,6.567274736060395,0.2,0.0,0.0,0.0,0.7305543422698975,0
میشل الیوٹ ماری,وزیر داخلہ جیکوی اسمٹھ تھے۔,وزیر داخلہ میشل الیوت ماری تھے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6548731923103333,0,0.044706344276931285,9.652434877402245,0.30303030303030304,0.0,0.0,0.0,0.7818282246589661,0
پیرالمپک کھیلوں,مشعل ریلے کا انعقاد تبت میں چین کے حالیہ کریک ڈاؤن کے خلاف احتجاج کرنے والے مظاہرین کی وجہ سے ہونے والی رکاوٹوں کے خدشے اور عسکریت پسندوں کی دھمکیوں کی وجہ سے نہ کرنے کا فیصلہ کیا گیا تھا۔,مشعل ریلے کو عسکریت پسندوں کی دھمکیوں یا چین مخالف احتجاج کے بارے میں سیکیورٹی خدشات کی وجہ سے منسوخ کر دیا گیا تھا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6204931139945984,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6381886005401611,0
لکی کلاؤڈ,"اولمپک مشعل پر استعمال ہونے والا چینی ڈیزائن ""لکی کلاوڈ"" ہے۔","اولمپک مشعل پر استعمال ہونے والا چینی ڈیزائن ""لکی کلاؤڈ"" ہے۔",0.0,3.0890553181566975,0.0,0.0,0.0,0.0,0.7394886612892151,0,0.0,3.0890553181566975,0.0,0.0,0.0,0.0,0.774315595626831,0
2,2 انچ فی گھنٹہ بارش کے تحت مشعل روشن رہ سکتی ہے۔,2 انچ فی گھنٹہ بارش کے تحت مشعل روشن رہ سکتی ہے۔,0.020044994979069072,3.3864985683445354,0.2380952380952381,1.0,0.0,1.0,0.5970949530601501,0,0.020044994979069072,3.3864985683445354,0.2380952380952381,1.0,0.0,1.0,0.5970949530601501,0
آئی او سی ممبران,مشعل ریلے کو سیکیورٹی خدشات کی وجہ سے منسوخ کر دیا گیا تھا۔,کمیٹی نے کہا کہ ریلے کو منسوخ کیا جارہا ہے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6683734059333801,0,0.0,0.0,0.0,0.0,0.0,0.0,0.640388011932373,0
ایئر چائنا,سیاق و سباق میں ایئر لائن کا ذکر نہیں ہے۔,ایئر لائن کا نام ایئر چائنا تھا۔,0.023457495174891017,4.196114906296549,0.17857142857142858,0.0,0.0,0.0,0.7169150710105896,0,0.081939171811711,13.134549472120788,0.75,0.0,0.0,0.0,0.8347163200378418,0
مارچ 2008,مارچ 2008 میں فیصلہ کیا گیا تھا کہ ایئر چائنا سرکاری مشعل بردار ہوگا۔,ایئر چائنا کو مارچ 2008 میں اولمپک مشعل بردار کے طور پر منتخب کیا گیا تھا۔,0.041263216881455095,5.679677445135579,0.5859375000000001,1.0,0.0,1.0,0.6477565765380859,0,0.036422694300114855,4.891187874480726,0.5514705882352943,1.0,0.0,1.0,0.6359110474586487,0
ہانگ کانگ اور مکاؤ,تائیوان کو ہانگ کانگ اور مکاؤ کے برابر رکھنے کے طور پر سمجھا جا سکتا ہے۔,تائیوان کو ہانگ کانگ اور مکاؤ کے برابر رکھنے کے طور پر سمجھا جا سکتا ہے۔,0.1531024544118244,15.310245441182444,0.763221153846154,0.0,0.0,0.0,0.7806274890899658,0,0.1531024544118244,15.310245441182444,0.763221153846154,0.0,0.0,0.0,0.7806274890899658,0
الیکسینڈروس نکولائڈس,پہلے مشعل بردار کا نام لین لی ہے۔,2008 کے اولمپکس کے لئے پہلے مشعل بردار الیگزینڈروس نکولائیڈس تھے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6455037593841553,0,0.0,0.0,0.0,0.0,0.0,0.0,0.7328095436096191,0
قانونی,چینی لوگوں سے کہا گیا کہ وہ اپنے محب وطن جوش و خروش کو پرسکون اور عقلی طور پر ظاہر کریں، اور محب وطن خواہش کو منظم اور قانونی انداز میں ظاہر کریں۔,چینی لوگوں سے کہا گیا تھا کہ وہ اپنے محب وطن جوش و خروش کو پرسکون اور عقلی طور پر ظاہر کریں، اور محب وطن خواہش کو منظم اور قانونی انداز میں ظاہر کریں۔,0.008588486560503192,1.123099644603982,0.11904761904761907,0.0,0.0,0.0,0.6320658326148987,0,0.008377152169377823,1.0885011049519644,0.11627906976744189,0.0,0.0,0.0,0.6309961080551147,0
کنمنگ,مخالف مظاہرین کو کارفور کی دکان میں داخل ہونے سے روکنے کا ذکر موجود نہیں ہے۔,کنمنگ میں مخالف مظاہرین کو چینی جھنڈوں کے ساتھ ایک Carrefour کی دکان میں داخل ہونے سے روک دیا گیا تھا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6234950423240662,0,0.012518377344512808,1.8160849415439309,0.16666666666666666,0.0,0.0,0.0,0.7090682983398438,0
یوگور,تقریباً 10 مظاہرین کو گرفتار کیا گیا ہے۔,پانچ افراد کو گرفتار کیا گیا، جن میں ایک چینی طالب علم شامل ہے جسے مبینہ طور پر پتھر پھینکنے کے الزام میں گرفتار کیا گیا تھا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.665669858455658,0,0.0,0.0,0.0,0.0,0.0,0.0,0.598292350769043,0
گرین پارٹی کے عہدیداروں,سیاق و سباق میں اس سوال کا جواب موجود نہیں ہے۔,گرین پارٹی کے عہدیداروں نے سٹی ہال کی کھڑکی سے تبت کا جھنڈا پھینک دیا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6633732914924622,0,0.16451929399933107,16.451929399933107,0.778186274509804,0.0,0.0,0.0,0.8047768473625183,0
پلاس اسکوائر,وان چائی میں گولڈن باہینیا اسکوائر۔,محل اسکوائر، سینٹ پیٹرزبرگ، روس میں ریلے کا آخری مقام تھا۔,0.03759340464156993,8.116697886877475,0.20833333333333334,0.0,0.0,0.0,0.7589077949523926,0,0.021598265052211615,3.7477767366779213,0.1724137931034483,0.0,0.0,0.0,0.6971949338912964,0
سر اسٹیو ریڈگریو,چینی 1992 اولمپک چیمپئن سوئمر لین لی لندن کے راستے کے لئے مشعل کو تھامنے والا پہلا شخص تھا۔,سر اسٹیو ریڈگریو لندن کے راستے کے لئے مشعل کو تھامنے والے پہلے شخص تھے۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6182111501693726,0,0.08392010470693981,9.78237574896145,0.701058201058201,0.0,0.0,0.0,0.766388475894928,0
تبت کے لئے آزادی!,عہدیداروں نے مشعل کو ایک غیر اعلانیہ راستے پر موڑ دیا۔,"ایم پیز نے ""شرم کرو"" چیخیں۔",0.0,0.0,0.0,0.0,0.0,0.0,0.6494204998016357,0,0.0,0.0,0.0,0.0,0.0,0.0,0.6762165427207947,0
لیڈبروک گروو,شہر کے مرکزی اسٹیڈیم کے ارد گرد لے جانے کی کوشش کی گئی تھی۔,لیڈبروک گروو میں مشعل کو چھیننے کی کوشش کی گئی تھی۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6204299926757812,0,0.05190794196013298,7.495553473355842,0.646551724137931,0.0,0.0,0.0,0.7620905041694641,0
ریپورٹرز ود آؤٹ بارڈرز,سیاق و سباق میں ایفل ٹاور پر چڑھنے والے کسی شخص کا ذکر نہیں ہے۔,رپورٹرز ود آؤٹ بارڈرز نے ایفل ٹاور پر احتجاج کا بینر لٹکایا۔,0.0,0.0,0.0,0.0,0.0,0.0,0.6365594863891602,0,0.10584277604455784,12.605968092174914,0.6134259259259259,0.0,0.0,0.0,0.7757908701896667,0
