chunk,question,answer
28,چینی اسکولوں میں حفاظتی جانچ کب کی جائے گی؟,پچھلے مہینے کے زلزلے کے بعد چینی اسکولوں میں حفاظتی جانچ کی جائے گی۔
28,چینی حکومت نے زلزلے کے بعد کیا اقدامات کیے ہیں؟,چینی حکومت نے تمام پروگراموں کو منسوخ کیا اور اپنے لوگوں کو زلزلے کے بعد کے حالات میں ظاہر کیا۔
28,زلزلے کے بعد چینی اسکولوں میں کیا مواد حاصل کیا جائے گا؟,چینی اسکولوں میں تعمیری معیار کا پہلا ہاتھی مواد حاصل کیا جائے گا۔
28,چینی حکومت نے زلزلے کے بعد کیا تحقیقاتی تیاری کی ہے؟,چینی حکومت نے ابتدائی انکوائری شروع کرنے اور پیشہ ورانہ جرم میں ممکنہ تحقیقات کی تیاری کی ہے۔
29,کب ہدایتی ویژن چینلز کے پروگرام معطل کیے گئے؟,جنوری 2010 میں ہدایتی ویژن چینلز کے پروگرام معطل کیے گئے۔
29,کون سی شخصیت نے ناقص تعمیر کی دستاویز کرنے کی کوشش کی؟,مصنف تان زورین نے ناقص تعمیر کی دستاویز کرنے کی کوشش کی۔
29,2007 میں کس موضوع پر مضمون لکھنے کی وجہ سے جیل کی سزا سنائی گئی؟,2007 میں جیل کی سزا سنانے کی وجہ ایک مضمون لکھنا تھا۔
29,چین نے زلزلے کے بعد بین الاقوامی مدد کا شکریہ کس نے ادا کیا؟,چین نے زلزلے سے نمٹنے کے لیے بین الاقوامی مدد کا شکریہ ادا کیا۔
29,بیجنگ میں چینی امدادی کوششوں کو کس نے مؤثر قرار دیا؟,انٹرنیشنل فیڈریشن آف ریڈ کراس کے مارکوس نے بیجنگ میں چینی امدادی کوششوں کو مؤثر قرار دیا۔
30,چین نے تباہی کے بارے میں کیا کہا؟,چین نے تباہی پر تیزی سے اور غیر معمولی کہلیں پن کے ساتھ رد عمل ظاہر کیا۔
30,زلزلے کے بعد امدادی کوششوں میں کون کون سے ممالک شامل تھے؟,"جنوبی کوریا، جاپان، سنگاپور، روس اور تائیوان امدادی گروپ کی کوششوں میں شامل تھے۔"
30,زلزلے کے متاثرہ علاقوں کی تصاویر کس نے شیئر کیں؟,ریاستہائے متحدہ نے زلزلے کے متاثرہ علاقوں کی اپنی کچھ تصاویر چینی حکام کے ساتھ شیئر کیں۔
30,امریکہ نے چین میں کیا سامان بھیجا؟,"امریکہ نے چین میں دو امریکی فضائیہ کے سی 17 کو سامان لے کر بھیجا، جس میں خیمے اور جنریٹر شامل تھے۔"
30,زلزلہ کب آیا تھا؟,زلزلہ 16 مئی کو آیا تھا۔
31,چین نے زلزلے کی پہلی سالگرہ کب منائی؟,چین نے زلزلے کی پہلی سالگرہ 12 مئی 2009 کو منائی۔
31,زلزلے کے متاثرہ علاقوں میں امدادی کوششوں میں کتنے چینی فوجی اور میڈکس شامل تھے؟,"زلزلے کے متاثرہ علاقوں میں امدادی کوششوں میں 135,000 چینی فوجی اور میڈکس شامل تھے۔"
31,حکومت نے بیچوان کاونٹی کی نششت کے مہر بند کھنڈرات تک رسائی کب تک کھول دی؟,حکومت نے بیچوان کاونٹی کی نششت کے مہر بند کھنڈرات تک رسائی تین دن کے لئے کھول دی۔
31,زلزلے کے متاثرین کے لئے رقم اکٹھا کرنے کے لئے ملک بھر میں کیا کیا گیا؟,زلزلے کے متاثرین کے لئے رقم اکٹھا کرنے کے لئے ملک بھر میں کئی کنسرٹ بھی ہوئے۔
31,زلزلے کے بعد لوگوں کو کس چیز کی یاد دلائی گئی؟,زلزلے کے بعد لوگوں کو خوفناک تباہی کی یاد دلائی گئی۔
32, سیچوان زلزلہ کب آیا تھا؟,سیچوان زلزلہ 12 مئی 2008 کو آیا تھا۔
32,سیچوان زلزلے کی شدت کیا تھی؟,سیچوان زلزلے کی شدت 8.0 ایم ایس اور 7.9 میگنیٹیوڈ تھی۔
32,اس زلزلے میں کتنے افراد ہلاک ہوئے؟,"اس زلزلے میں 69,197 افراد ہلاک ہوئے۔"
32,زلزلے کے بعد امدادی سامان کب بھیجا گیا؟, زلزلے کے بعد امدادی سامان 15 مئی کو 17 بجے روانہ ہوا۔
32,چین ایئر لائنز نے امدادی سامان کہاں بھیجا؟,چین ایئر لائنز نے امدادی سامان تائیوان کے بین الاقوامی ہوائی اڈے سے چنگدو کے بین الاقوامی ہوائی اڈے کے لیے بھیجا۔
33,ریڈ کراس کی رسکیو ٹیم 16 مئی کو کہاں روانہ ہوئی تھی؟,ریڈ کراس کی رسکیو ٹیم 16 مئی کو چینگڈو کے لیے براہ راست چارٹرڈ پرواز پر روانہ ہوئی تھی۔
33,بچاؤ اور بحالی کی کوششوں میں مدد کے لیے معلومات کا کیا استعمال کیا گیا؟,بچاؤ اور بحالی کی کوششوں میں مدد کے لیے معلومات کو انٹرنیٹ کے وسیع پیمانے پر استعمال کیا گیا۔
33,سرکاری نیوز ایجنسی نے تباہی کی بحالی کے لیے کیا کیا؟,سرکاری نیوز ایجنسی سنہوا نے تباہی کی بحالی کے اندھیرے مقامات کو تلاش کرنے کے لیے ایک آن لائن بچاؤ کی درخواست مرکز قائم کیا۔
33,زلزلے کے متاثرین کے لیے کیا مشکلات پیش آئیں؟,زلزلے کے متاثرین کے ہیلی کاپٹروں کو ونچوان میں اترنے میں دشواری کا سامنا کرنا پڑا۔
33,رضا کاروں نے متاثرین کے لیے کیا کیا؟,رضا کاروں نے متاثرین اور انخلا کے لیے رابطے کی معلومات کو ذخیرہ کرنے میں مدد کے لیے کئی ویب سائٹس بھی قائم کیں۔
34,31 مئی کو زلزلے کے نتیجے میں کیا ہوا؟,"31 مئی کو زلزلے سے بچ جانے والوں اور عملے کے ممبروں کو لے جانے والا ایک بچاؤ ہیلی کاپٹر وینچوان کونٹی میں دھند اور ہنگامے میں گر گیا، جس کے نتیجے میں کوئی زندہ نہیں بچا۔"
34,چین کی ریڈ کراس سوسائٹی نے وینچوان کونٹی میں کتنی امداد فراہم کی؟,"چین کی ریڈ کراس سوسائٹی نے وینچوان کونٹی میں 788,000 یوان (113,000 امریکی ڈالر) کی قیمت کے 557 خیمے اور 2500 quilts فراہم کیے۔"
34,امینی فاؤنڈیشن نے اس خطے میں کس قسم کی امدادی کارروائی شروع کی؟,"امینی فاؤنڈیشن نے اس خطے میں امدادی کام شروع کیا ہے اور آفت کی امداد کے لیے 143,000 امریکی ڈالر مختص کیے ہیں۔"
34,سیچوان وزارت سول امور نے بے گھر افراد کے لیے کیا اقدام کیا؟,"سیچوان وزارت سول امور نے بے گھر افراد کے لیے 30,000 خیمے فراہم کیے ہیں۔"
34,زلزلے کے بعد لوگوں نے کس طرح کی عطیات دیے؟,"زلزلے کے بعد لوگوں نے عطیات دیے، جن میں خون کا عطیہ بھی شامل تھا، جس کے نتیجے میں چین کے زیادہ تر بڑے شہروں میں لمبی قطاریں کھڑی ہوگئیں۔"
35,چین کی حکومت نے زلزلے کی امداد کے لیے اب تک کتنی رقم مختص کی ہے؟,چین کی حکومت نے زلزلے کی امداد کے لیے اب تک مجموعی طور پر 772 ملین ڈالر مختص کیے ہیں۔
35,16 مئی تک زلزلے کی امداد میں رقم میں کتنی تیزی سے اضافہ ہوا؟,16 مئی تک زلزلے کی امداد میں رقم 159 ملین ڈالر سے تیزی سے بڑھ گئی تھی۔
35,ریڈ کراس سوسائٹی آف چین نے 13 مئی کو کس مسئلے کی وجہ سے امدادی کوششوں میں مشکلات کا ذکر کیا؟,ریڈ کراس سوسائٹی آف چین نے 13 مئی کو زلزلے کے مرکز کے قریب ترین متاثرہ علاقوں میں تکلیف کی وجہ سے امدادی کوششوں میں مشکلات کا ذکر کیا۔
35,زلزلے کے متاثرہ علاقوں میں کن چیزوں کی ضرورت ہے؟,"زلزلے کے متاثرہ علاقوں کو خیموں، طبی سامان، پینے کے پانی اور کھانے کی ضرورت ہے۔"
35,چین میں زلزلے کی امدادی کوششوں میں شامل ہونے کے لیے کون سی تنظیمیں تیار تھیں؟,تائیوان سے فائرفائٹر ڈپارٹمنٹ سمیت بہت سی امدادی ٹیمیں امدادی کوششوں میں شامل ہونے کے لیے تیار تھیں۔
36,نقد رقم عطیہ کرنے کی سفارش کیوں کی گئی؟,نقد رقم عطیہ کرنے کی سفارش اس لیے کی گئی کیونکہ ایسی سڑکوں تک پہنچنا ممکن نہیں تھا جو مکمل طور پر تباہ ہو گئی تھیں یا لینڈ سلائیڈنگ سے بند ہو گئی تھیں۔
36,لینڈ سلائیڈنگ نے کس چیز کو خطرے میں ڈال دیا؟,لینڈ سلائیڈنگ نے مسلسل 80 مردوں کے سرچ اینڈ ریسکیو گروپ کی پیشرفت کو خطرے میں ڈال دیا۔
36,ریسکیو گروپ کو کتنے امدادی سامان کی ضرورت تھی؟,ریسکیو گروپ کو تقریباً 40 کلوگرام امدادی سامان کی ضرورت تھی۔
36,ہیلی کاپٹر کے استعمال میں کیا رکاوٹ پیش آئی؟,انتہائی زمین کے حالات نے ہیلی کاپٹر کے استعمال کو روک دیا۔
36,متاثرہ گاوں میں لوگوں کو کس طرح کی مشکلات کا سامنا کرنا پڑا؟,متاثرہ گاوں میں 300 سے زیادہ تباہ شدہ لوگوں کو پانچ دن تک بغیر کھانے اور پانی کے رہنا پڑا۔
37,چینی اراضیات دان چن شوزونگ نے کب زلزلے کے خطرے کا تجزیہ شائع کیا؟,چن شوزونگ نے 2002 میں زلزلے کے خطرے کا تجزیہ شائع کیا۔
37,"چن شوزونگ کے مطالعے کے مطابق، سیچوان خطے میں 7.0 شدت کے زلزلے کے امکانات کب سے توجہ کا مرکز بنے؟","چن شوزونگ کے مطالعے کے مطابق، سیچوان خطے میں 7.0 شدت کے زلزلے کے امکانات 2003 سے توجہ کا مرکز بنے۔"
37,چن شوزونگ کے مطالعے کی بنیاد کس چیز پر رکھی گئی؟,چن شوزونگ کے مطالعے کی بنیاد شماریاتی ارتباط پر رکھی گئی۔
37,سیچوان زلزلے کے بارے میں کیا خاص بات ہے جو چن شوزونگ نے بیان کی؟,چن شوزونگ نے بیان کیا کہ سیچوان زلزلے سے پہلے سالوں سے ایک زلزلے سے فعال علاقہ ہے۔
37,چن شوزونگ کے مطالعے کے بعد تقریباً کتنے امدادی سامان بھیجے گئے؟,چن شوزونگ کے مطالعے کے بعد تقریباً 100 نون امدادی سامان بھیجے گئے۔
38,15 مئی کو چارٹرڈ پرواز کب روانہ ہوئی؟,15 مئی کو چارٹرڈ پرواز 17 بجے روانہ ہوئی۔
38,16 مئی کو ریڈ کراس کی ٹیم کب چنگ ڈو پہنچی؟,16 مئی کو ریڈ کراس کی ٹیم 15 بجے چنگ ڈو پہنچی۔
38,چین میں زلزلے کے بعد لوگوں نے کیا کیا؟,"لوگوں نے عطیات دیے، خون کا عطیہ بھی دیا، اور اسکولوں، بینکوں اور گیس اسٹیشنوں کے آس پاس جمع ہوئے۔"
38,چینی حکومت نے زلزلے کی امداد کے لیے اب تک کتنی رقم مختص کی؟,چینی حکومت نے زلزلے کی امداد کے لیے اب تک مجموعی طور پر 772 ملین ڈالر مختص کیے۔
